Country,DateRep,ConfirmedCases,Deaths,Recovered,Continent
Cambodia,2020-03-04,1,0,1,Asia
Canada,2020-03-04,33,0,6,America
Chile,2020-03-04,1,0,0,America
Croatia,2020-03-04,10,0,0,Europe
Czech Republic,2020-03-04,8,0,0,Europe
Denmark,2020-03-04,10,0,0,Europe
Dominican Republic,2020-03-04,1,0,0,America
Ecuador,2020-03-04,10,0,0,America
Egypt,2020-03-04,2,0,1,Africa
Estonia,2020-03-04,2,0,0,Europe
Finland,2020-03-04,6,0,1,Europe
France,2020-03-04,285,4,12,Europe
Georgia,2020-03-04,3,0,0,Asia
Germany,2020-03-04,262,0,16,Europe
Greece,2020-03-04,9,0,0,Europe
Hungary,2020-03-04,2,0,0,Europe
Iceland,2020-03-04,26,0,0,Europe
India,2020-03-04,28,0,3,Asia
Indonesia,2020-03-04,2,0,0,Asia
Iran,2020-03-04,2922,92,552,Asia
Iraq,2020-03-04,35,2,0,Asia
Ireland,2020-03-04,6,0,0,Europe
Israel,2020-03-04,15,0,1,Asia
Italy,2020-03-04,3089,107,276,Europe
Japan,2020-03-04,331,6,43,Asia
Jordan,2020-03-04,1,0,0,Asia
Kuwait,2020-03-04,56,0,0,Asia
Latvia,2020-03-04,1,0,0,Europe
Lebanon,2020-03-04,13,0,1,Asia
Liechtenstein,2020-03-04,1,0,0,Europe
Lithuania,2020-03-04,1,0,0,Europe
Luxembourg,2020-03-04,1,0,0,Europe
China,2020-03-04,80271,2981,49955,Asia
Malaysia,2020-03-04,50,0,22,Asia
Mexico,2020-03-04,5,0,1,America
Monaco,2020-03-04,1,0,0,Europe
Morocco,2020-03-04,1,0,0,Africa
Nepal,2020-03-04,1,0,1,Asia
Netherlands,2020-03-04,38,0,0,Europe
New Zealand,2020-03-04,3,0,0,Oceania
Nigeria,2020-03-04,1,0,0,Africa
North Macedonia,2020-03-04,1,0,0,Europe
Norway,2020-03-04,56,0,0,Europe
Oman,2020-03-04,15,0,2,Asia
Pakistan,2020-03-04,5,0,0,Asia
Philippines,2020-03-04,3,1,1,Asia
Poland,2020-03-04,1,0,0,Europe
Portugal,2020-03-04,5,0,0,Europe
Qatar,2020-03-04,8,0,0,Asia
Romania,2020-03-04,4,0,1,Europe
Russia,2020-03-04,3,0,2,Europe
San Marino,2020-03-04,16,1,0,Europe
Saudi Arabia,2020-03-04,1,0,0,Asia
Senegal,2020-03-04,4,0,0,Africa
Singapore,2020-03-04,110,0,78,Asia
South Korea,2020-03-04,5621,35,41,Asia
Spain,2020-03-04,222,2,2,Europe
Sri Lanka,2020-03-04,1,0,1,Asia
Sweden,2020-03-04,35,0,0,Europe
Switzerland,2020-03-04,90,0,3,Europe
Taiwan,2020-03-04,42,1,12,Asia
Thailand,2020-03-04,43,1,31,Asia
Tunisia,2020-03-04,1,0,0,Africa
United Kingdom,2020-03-04,85,0,8,Europe
Ukraine,2020-03-04,1,0,0,Europe
United Arab Emirates,2020-03-04,27,0,5,Asia
USA,2020-03-04,153,11,8,America
Vietnam,2020-03-04,16,0,16,Asia
Afghanistan,2020-03-05,1,0,0,Asia
Algeria,2020-03-05,12,0,0,Africa
Andorra,2020-03-05,1,0,0,Europe
Argentina,2020-03-05,1,0,0,America
Armenia,2020-03-05,1,0,0,Asia
Australia,2020-03-05,55,2,21,Oceania
Austria,2020-03-05,41,0,0,Europe
Azerbaijan,2020-03-05,6,0,0,Asia
Bahrain,2020-03-05,55,0,0,Asia
Belarus,2020-03-05,6,0,0,Europe
Belgium,2020-03-05,50,0,1,Europe
Bosnia-Herzegovina,2020-03-05,2,0,0,Europe
Brazil,2020-03-05,4,0,0,America
Cambodia,2020-03-05,1,0,1,Asia
Canada,2020-03-05,37,0,6,America
Chile,2020-03-05,4,0,0,America
Croatia,2020-03-05,10,0,0,Europe
Czech Republic,2020-03-05,12,0,0,Europe
Denmark,2020-03-05,10,0,0,Europe
Dominican Republic,2020-03-05,1,0,0,America
Ecuador,2020-03-05,13,0,0,America
Egypt,2020-03-05,3,0,1,Africa
Estonia,2020-03-05,3,0,0,Europe
Finland,2020-03-05,12,0,1,Europe
France,2020-03-05,377,6,12,Europe
Georgia,2020-03-05,4,0,0,Asia
Germany,2020-03-05,482,0,16,Europe
Greece,2020-03-05,31,0,0,Europe
Hungary,2020-03-05,2,0,0,Europe
Iceland,2020-03-05,34,0,0,Europe
India,2020-03-05,30,0,3,Asia
Indonesia,2020-03-05,2,0,0,Asia
Iran,2020-03-05,3513,107,739,Asia
Iraq,2020-03-05,35,2,0,Asia
Ireland,2020-03-05,6,0,0,Europe
Israel,2020-03-05,16,0,1,Asia
Italy,2020-03-05,3858,148,414,Europe
Japan,2020-03-05,360,6,43,Asia
Jordan,2020-03-05,1,0,0,Asia
Kuwait,2020-03-05,58,0,0,Asia
Latvia,2020-03-05,1,0,0,Europe
Lebanon,2020-03-05,16,0,1,Asia
Liechtenstein,2020-03-05,1,0,0,Europe
Lithuania,2020-03-05,1,0,0,Europe
Luxembourg,2020-03-05,1,0,0,Europe
China,2020-03-05,80422,3013,52240,Asia
Malaysia,2020-03-05,50,0,22,Asia
Mexico,2020-03-05,5,0,1,America
Monaco,2020-03-05,1,0,0,Europe
Morocco,2020-03-05,2,0,0,Africa
Nepal,2020-03-05,1,0,1,Asia
Netherlands,2020-03-05,82,0,0,Europe
New Zealand,2020-03-05,3,0,0,Oceania
Nigeria,2020-03-05,1,0,0,Africa
North Macedonia,2020-03-05,1,0,0,Europe
Norway,2020-03-05,87,0,0,Europe
Oman,2020-03-05,16,0,2,Asia
Pakistan,2020-03-05,5,0,0,Asia
Palestine,2020-03-05,4,0,0,Asia
Philippines,2020-03-05,3,1,1,Asia
Poland,2020-03-05,1,0,0,Europe
Portugal,2020-03-05,8,0,0,Europe
Qatar,2020-03-05,8,0,0,Asia
Romania,2020-03-05,6,0,1,Europe
Russia,2020-03-05,4,0,2,Europe
San Marino,2020-03-05,21,1,0,Europe
Saudi Arabia,2020-03-05,5,0,0,Asia
Senegal,2020-03-05,4,0,0,Africa
Singapore,2020-03-05,117,0,78,Asia
Slovenia,2020-03-05,2,0,0,Europe
South Africa,2020-03-05,1,0,0,Africa
South Korea,2020-03-05,6088,35,41,Asia
Spain,2020-03-05,259,3,2,Europe
Sri Lanka,2020-03-05,1,0,1,Asia
Sweden,2020-03-05,94,0,0,Europe
Switzerland,2020-03-05,114,1,3,Europe
Taiwan,2020-03-05,44,1,12,Asia
Thailand,2020-03-05,47,1,31,Asia
Tunisia,2020-03-05,1,0,0,Africa
United Kingdom,2020-03-05,115,1,8,Europe
Ukraine,2020-03-05,1,0,0,Europe
United Arab Emirates,2020-03-05,29,0,5,Asia
USA,2020-03-05,221,12,8,America
Vietnam,2020-03-05,16,0,16,Asia
Afghanistan,2020-03-06,1,0,0,Asia
Algeria,2020-03-06,17,0,0,Africa
Andorra,2020-03-06,1,0,0,Europe
Argentina,2020-03-06,2,0,0,America
Armenia,2020-03-06,1,0,0,Asia
Australia,2020-03-06,60,2,21,Oceania
Austria,2020-03-06,55,0,0,Europe
Azerbaijan,2020-03-06,6,0,0,Asia
Bahrain,2020-03-06,60,0,4,Asia
Belarus,2020-03-06,6,0,0,Europe
Belgium,2020-03-06,109,0,1,Europe
Bhutan,2020-03-06,1,0,0,Asia
Bosnia-Herzegovina,2020-03-06,2,0,0,Europe
Brazil,2020-03-06,13,0,0,America
Cambodia,2020-03-06,1,0,1,Asia
Cameroon,2020-03-06,1,0,0,Africa
Canada,2020-03-06,49,0,6,America
Chile,2020-03-06,4,0,0,America
Colombia,2020-03-06,1,0,0,America
Costa Rica,2020-03-06,1,0,0,America
Croatia,2020-03-06,11,0,0,Europe
Czech Republic,2020-03-06,18,0,0,Europe
Denmark,2020-03-06,23,0,1,Europe
Dominican Republic,2020-03-06,2,0,0,America
Ecuador,2020-03-06,13,0,0,America
Egypt,2020-03-06,15,0,1,Africa
Estonia,2020-03-06,10,0,0,Europe
Finland,2020-03-06,15,0,1,Europe
France,2020-03-06,653,9,12,Europe
Georgia,2020-03-06,4,0,0,Asia
Germany,2020-03-06,670,0,17,Europe
Greece,2020-03-06,45,0,0,Europe
Hungary,2020-03-06,2,0,0,Europe
Iceland,2020-03-06,43,0,0,Europe
India,2020-03-06,31,0,3,Asia
Indonesia,2020-03-06,4,0,0,Asia
Iran,2020-03-06,4747,124,913,Asia
Iraq,2020-03-06,40,3,0,Asia
Ireland,2020-03-06,18,0,0,Europe
Israel,2020-03-06,21,0,2,Asia
Italy,2020-03-06,4636,197,523,Europe
Japan,2020-03-06,420,6,46,Asia
Jordan,2020-03-06,1,0,0,Asia
Kuwait,2020-03-06,58,0,0,Asia
Latvia,2020-03-06,1,0,0,Europe
Lebanon,2020-03-06,22,0,1,Asia
Liechtenstein,2020-03-06,1,0,0,Europe
Lithuania,2020-03-06,1,0,0,Europe
Luxembourg,2020-03-06,2,0,0,Europe
China,2020-03-06,80573,3042,53888,Asia
Malaysia,2020-03-06,83,0,22,Asia
Mexico,2020-03-06,6,0,1,America
Monaco,2020-03-06,1,0,0,Europe
Morocco,2020-03-06,2,0,0,Africa
Nepal,2020-03-06,1,0,1,Asia
Netherlands,2020-03-06,128,1,0,Europe
New Zealand,2020-03-06,4,0,0,Oceania
Nigeria,2020-03-06,1,0,0,Africa
North Macedonia,2020-03-06,3,0,0,Europe
Norway,2020-03-06,108,0,0,Europe
Oman,2020-03-06,16,0,2,Asia
Pakistan,2020-03-06,6,0,0,Asia
Palestine,2020-03-06,16,0,0,Asia
Peru,2020-03-06,1,0,0,America
Philippines,2020-03-06,5,1,1,Asia
Poland,2020-03-06,5,0,0,Europe
Portugal,2020-03-06,13,0,0,Europe
Qatar,2020-03-06,8,0,0,Asia
Romania,2020-03-06,9,0,1,Europe
Russia,2020-03-06,13,0,2,Europe
San Marino,2020-03-06,21,1,0,Europe
Saudi Arabia,2020-03-06,5,0,0,Asia
Senegal,2020-03-06,4,0,0,Africa
Serbia,2020-03-06,1,0,0,Europe
Singapore,2020-03-06,130,0,78,Asia
Slovakia,2020-03-06,1,0,0,Europe
Slovenia,2020-03-06,7,0,0,Europe
South Africa,2020-03-06,1,0,0,Africa
South Korea,2020-03-06,6593,42,135,Asia
Spain,2020-03-06,400,5,2,Europe
Sri Lanka,2020-03-06,1,0,1,Asia
Sweden,2020-03-06,101,0,0,Europe
Switzerland,2020-03-06,214,1,3,Europe
Taiwan,2020-03-06,45,1,12,Asia
Thailand,2020-03-06,48,1,31,Asia
Togo,2020-03-06,1,0,0,Africa
Tunisia,2020-03-06,1,0,0,Africa
United Kingdom,2020-03-06,163,2,8,Europe
Ukraine,2020-03-06,1,0,0,Europe
United Arab Emirates,2020-03-06,29,0,5,Asia
USA,2020-03-06,278,14,8,America
Holy See,2020-03-06,1,0,0,Europe
Vietnam,2020-03-06,16,0,16,Asia
Afghanistan,2020-03-07,1,0,0,Asia
Algeria,2020-03-07,17,0,0,Africa
Andorra,2020-03-07,1,0,0,Europe
Argentina,2020-03-07,8,0,0,America
Armenia,2020-03-07,1,0,0,Asia
Australia,2020-03-07,63,2,21,Oceania
Austria,2020-03-07,79,0,0,Europe
Azerbaijan,2020-03-07,9,0,0,Asia
Bahrain,2020-03-07,85,0,4,Asia
Belarus,2020-03-07,6,0,0,Europe
Belgium,2020-03-07,169,0,1,Europe
Bhutan,2020-03-07,1,0,0,Asia
Bosnia-Herzegovina,2020-03-07,3,0,0,Europe
Brazil,2020-03-07,13,0,0,America
Cambodia,2020-03-07,1,0,1,Asia
Cameroon,2020-03-07,1,0,0,Africa
Canada,2020-03-07,54,0,8,America
Chile,2020-03-07,4,0,0,America
Colombia,2020-03-07,1,0,0,America
Costa Rica,2020-03-07,1,0,0,America
Croatia,2020-03-07,12,0,0,Europe
Czech Republic,2020-03-07,19,0,0,Europe
Denmark,2020-03-07,23,0,1,Europe
Dominican Republic,2020-03-07,2,0,0,America
Ecuador,2020-03-07,13,0,0,America
Egypt,2020-03-07,15,0,1,Africa
Estonia,2020-03-07,10,0,0,Europe
Finland,2020-03-07,15,0,1,Europe
France,2020-03-07,949,11,12,Europe
Georgia,2020-03-07,4,0,0,Asia
Germany,2020-03-07,799,0,18,Europe
Greece,2020-03-07,46,0,0,Europe
Hungary,2020-03-07,4,0,0,Europe
Iceland,2020-03-07,50,0,0,Europe
India,2020-03-07,34,0,3,Asia
Indonesia,2020-03-07,4,0,0,Asia
Iran,2020-03-07,5823,145,1669,Asia
Iraq,2020-03-07,54,4,0,Asia
Ireland,2020-03-07,18,0,0,Europe
Israel,2020-03-07,21,0,2,Asia
Italy,2020-03-07,5883,233,589,Europe
Japan,2020-03-07,461,6,76,Asia
Jordan,2020-03-07,1,0,0,Asia
Kuwait,2020-03-07,61,0,0,Asia
Latvia,2020-03-07,1,0,0,Europe
Lebanon,2020-03-07,22,0,1,Asia
Liechtenstein,2020-03-07,1,0,0,Europe
Lithuania,2020-03-07,1,0,0,Europe
Luxembourg,2020-03-07,2,0,0,Europe
China,2020-03-07,80652,3070,55478,Asia
Malaysia,2020-03-07,93,0,23,Asia
Malta,2020-03-07,3,0,0,Europe
Mexico,2020-03-07,6,0,1,America
Monaco,2020-03-07,1,0,0,Europe
Morocco,2020-03-07,2,0,0,Africa
Nepal,2020-03-07,1,0,1,Asia
Netherlands,2020-03-07,188,1,0,Europe
New Zealand,2020-03-07,5,0,0,Oceania
Nigeria,2020-03-07,1,0,0,Africa
North Macedonia,2020-03-07,3,0,0,Europe
Norway,2020-03-07,147,0,0,Europe
Oman,2020-03-07,16,0,2,Asia
Pakistan,2020-03-07,6,0,0,Asia
Palestine,2020-03-07,22,0,0,Asia
Peru,2020-03-07,1,0,0,America
Philippines,2020-03-07,6,1,1,Asia
Poland,2020-03-07,5,0,0,Europe
Portugal,2020-03-07,20,0,0,Europe
Qatar,2020-03-07,8,0,0,Asia
Romania,2020-03-07,9,0,3,Europe
Russia,2020-03-07,13,0,2,Europe
San Marino,2020-03-07,23,1,0,Europe
Saudi Arabia,2020-03-07,5,0,0,Asia
Senegal,2020-03-07,4,0,0,Africa
Serbia,2020-03-07,1,0,0,Europe
Singapore,2020-03-07,138,0,78,Asia
Slovakia,2020-03-07,1,0,0,Europe
Slovenia,2020-03-07,7,0,0,Europe
South Africa,2020-03-07,1,0,0,Africa
South Korea,2020-03-07,7041,44,135,Asia
Spain,2020-03-07,500,10,30,Europe
Sri Lanka,2020-03-07,1,0,1,Asia
Sweden,2020-03-07,161,0,0,Europe
Switzerland,2020-03-07,268,1,3,Europe
Taiwan,2020-03-07,45,1,12,Asia
Thailand,2020-03-07,50,1,31,Asia
Togo,2020-03-07,1,0,0,Africa
Tunisia,2020-03-07,1,0,0,Africa
United Kingdom,2020-03-07,206,2,18,Europe
Ukraine,2020-03-07,1,0,0,Europe
United Arab Emirates,2020-03-07,45,0,7,Asia
USA,2020-03-07,417,17,8,America
Holy See,2020-03-07,1,0,0,Europe
Vietnam,2020-03-07,18,0,16,Asia
Afghanistan,2020-03-08,4,0,0,Asia
Algeria,2020-03-08,19,0,0,Africa
Andorra,2020-03-08,1,0,0,Europe
Argentina,2020-03-08,12,1,0,America
Armenia,2020-03-08,1,0,0,Asia
Australia,2020-03-08,76,4,21,Oceania
Austria,2020-03-08,104,0,0,Europe
Azerbaijan,2020-03-08,9,0,0,Asia
Bahrain,2020-03-08,85,0,4,Asia
Bangladesh,2020-03-08,3,0,0,Asia
Belarus,2020-03-08,6,0,0,Europe
Belgium,2020-03-08,200,0,1,Europe
Bhutan,2020-03-08,1,0,0,Asia
Bosnia-Herzegovina,2020-03-08,3,0,0,Europe
Brazil,2020-03-08,20,0,0,America
Bulgaria,2020-03-08,4,0,0,Europe
Cambodia,2020-03-08,2,0,1,Asia
Cameroon,2020-03-08,2,0,0,Africa
Canada,2020-03-08,64,0,8,America
Chile,2020-03-08,8,0,0,America
Colombia,2020-03-08,1,0,0,America
Costa Rica,2020-03-08,5,0,0,America
Croatia,2020-03-08,12,0,0,Europe
Czech Republic,2020-03-08,31,0,0,Europe
Denmark,2020-03-08,35,0,1,Europe
Dominican Republic,2020-03-08,5,0,0,America
Ecuador,2020-03-08,14,0,0,America
Egypt,2020-03-08,49,1,1,Africa
Estonia,2020-03-08,10,0,0,Europe
Finland,2020-03-08,23,0,1,Europe
France,2020-03-08,1126,19,12,Europe
Georgia,2020-03-08,13,0,0,Asia
Germany,2020-03-08,1040,0,18,Europe
Greece,2020-03-08,73,0,0,Europe
Hungary,2020-03-08,7,0,0,Europe
Iceland,2020-03-08,50,0,0,Europe
India,2020-03-08,39,0,3,Asia
Indonesia,2020-03-08,6,0,0,Asia
Iran,2020-03-08,6566,194,2134,Asia
Iraq,2020-03-08,60,6,0,Asia
Ireland,2020-03-08,19,0,0,Europe
Israel,2020-03-08,39,0,2,Asia
Italy,2020-03-08,7375,366,622,Europe
Japan,2020-03-08,502,6,76,Asia
Jordan,2020-03-08,1,0,0,Asia
Kuwait,2020-03-08,64,0,1,Asia
Latvia,2020-03-08,2,0,0,Europe
Lebanon,2020-03-08,32,0,1,Asia
Liechtenstein,2020-03-08,1,0,0,Europe
Lithuania,2020-03-08,1,0,0,Europe
Luxembourg,2020-03-08,3,0,0,Europe
China,2020-03-08,80699,3097,57320,Asia
Malaysia,2020-03-08,99,0,24,Asia
Maldives,2020-03-08,4,0,0,Asia
Malta,2020-03-08,3,0,0,Europe
Mexico,2020-03-08,7,0,1,America
Moldova,2020-03-08,1,0,0,Europe
Monaco,2020-03-08,1,0,0,Europe
Morocco,2020-03-08,2,0,0,Africa
Nepal,2020-03-08,1,0,1,Asia
Netherlands,2020-03-08,265,3,0,Europe
New Zealand,2020-03-08,5,0,0,Oceania
Nigeria,2020-03-08,1,0,0,Africa
North Macedonia,2020-03-08,3,0,0,Europe
Norway,2020-03-08,176,0,0,Europe
Oman,2020-03-08,16,0,2,Asia
Pakistan,2020-03-08,6,0,1,Asia
Palestine,2020-03-08,22,0,0,Asia
Paraguay,2020-03-08,1,0,0,America
Peru,2020-03-08,6,0,0,America
Philippines,2020-03-08,10,1,1,Asia
Poland,2020-03-08,11,0,0,Europe
Portugal,2020-03-08,30,0,0,Europe
Qatar,2020-03-08,15,0,0,Asia
Romania,2020-03-08,15,0,3,Europe
Russia,2020-03-08,17,0,3,Europe
San Marino,2020-03-08,36,1,0,Europe
Saudi Arabia,2020-03-08,11,0,0,Asia
Senegal,2020-03-08,4,0,1,Africa
Serbia,2020-03-08,1,0,0,Europe
Singapore,2020-03-08,150,0,78,Asia
Slovakia,2020-03-08,3,0,0,Europe
Slovenia,2020-03-08,16,0,0,Europe
South Africa,2020-03-08,3,0,0,Africa
South Korea,2020-03-08,7314,50,118,Asia
Spain,2020-03-08,673,17,30,Europe
Sri Lanka,2020-03-08,1,0,1,Asia
Sweden,2020-03-08,203,0,0,Europe
Switzerland,2020-03-08,337,2,3,Europe
Taiwan,2020-03-08,45,1,13,Asia
Thailand,2020-03-08,50,1,31,Asia
Togo,2020-03-08,1,0,0,Africa
Tunisia,2020-03-08,2,0,0,Africa
United Kingdom,2020-03-08,273,3,18,Europe
Ukraine,2020-03-08,1,0,0,Europe
United Arab Emirates,2020-03-08,45,0,7,Asia
USA,2020-03-08,537,21,8,America
Holy See,2020-03-08,1,0,0,Europe
Vietnam,2020-03-08,30,0,16,Asia
Afghanistan,2020-03-09,4,0,0,Asia
Albania,2020-03-09,2,0,0,Europe
Algeria,2020-03-09,20,0,0,Africa
Andorra,2020-03-09,1,0,0,Europe
Argentina,2020-03-09,12,1,0,America
Armenia,2020-03-09,1,0,0,Asia
Australia,2020-03-09,91,4,21,Oceania
Austria,2020-03-09,131,0,2,Europe
Azerbaijan,2020-03-09,9,0,0,Asia
Bahrain,2020-03-09,95,0,14,Asia
Bangladesh,2020-03-09,3,0,0,Asia
Belarus,2020-03-09,6,0,1,Europe
Belgium,2020-03-09,239,0,1,Europe
Bhutan,2020-03-09,1,0,0,Asia
Bosnia-Herzegovina,2020-03-09,3,0,0,Europe
Brazil,2020-03-09,25,0,0,America
Brunei,2020-03-09,1,0,0,Asia
Bulgaria,2020-03-09,4,0,0,Europe
Cambodia,2020-03-09,2,0,1,Asia
Cameroon,2020-03-09,2,0,0,Africa
Canada,2020-03-09,76,1,8,America
Chile,2020-03-09,8,0,0,America
Colombia,2020-03-09,1,0,0,America
Costa Rica,2020-03-09,9,0,0,America
Croatia,2020-03-09,12,0,0,Europe
Cyprus,2020-03-09,2,0,0,Europe
Czech Republic,2020-03-09,31,0,0,Europe
Denmark,2020-03-09,90,0,1,Europe
Dominican Republic,2020-03-09,5,0,0,America
Ecuador,2020-03-09,15,0,0,America
Egypt,2020-03-09,55,1,12,Africa
Estonia,2020-03-09,10,0,0,Europe
Finland,2020-03-09,30,0,1,Europe
France,2020-03-09,1209,19,12,Europe
Georgia,2020-03-09,15,0,0,Asia
Germany,2020-03-09,1176,2,18,Europe
Greece,2020-03-09,73,0,0,Europe
Hungary,2020-03-09,9,0,0,Europe
Iceland,2020-03-09,58,0,0,Europe
India,2020-03-09,43,0,3,Asia
Indonesia,2020-03-09,19,0,0,Asia
Iran,2020-03-09,7161,237,2394,Asia
Iraq,2020-03-09,60,6,9,Asia
Ireland,2020-03-09,21,0,0,Europe
Israel,2020-03-09,39,0,2,Asia
Italy,2020-03-09,9172,463,724,Europe
Japan,2020-03-09,511,17,76,Asia
Jordan,2020-03-09,1,0,0,Asia
Kuwait,2020-03-09,64,0,1,Asia
Latvia,2020-03-09,6,0,0,Europe
Lebanon,2020-03-09,32,0,1,Asia
Liechtenstein,2020-03-09,1,0,0,Europe
Lithuania,2020-03-09,1,0,0,Europe
Luxembourg,2020-03-09,3,0,0,Europe
China,2020-03-09,80735,3120,58735,Asia
Malaysia,2020-03-09,117,0,24,Asia
Maldives,2020-03-09,4,0,0,Asia
Malta,2020-03-09,3,0,0,Europe
Mexico,2020-03-09,7,0,1,America
Moldova,2020-03-09,1,0,0,Europe
Monaco,2020-03-09,1,0,0,Europe
Morocco,2020-03-09,2,0,0,Africa
Nepal,2020-03-09,1,0,1,Asia
Netherlands,2020-03-09,321,3,0,Europe
New Zealand,2020-03-09,5,0,0,Oceania
Nigeria,2020-03-09,2,0,0,Africa
North Macedonia,2020-03-09,3,0,0,Europe
Norway,2020-03-09,205,0,1,Europe
Oman,2020-03-09,16,0,2,Asia
Pakistan,2020-03-09,6,0,1,Asia
Palestine,2020-03-09,22,0,0,Asia
Paraguay,2020-03-09,1,0,0,America
Peru,2020-03-09,7,0,0,America
Philippines,2020-03-09,20,1,1,Asia
Poland,2020-03-09,16,0,0,Europe
Portugal,2020-03-09,30,0,0,Europe
Qatar,2020-03-09,18,0,0,Asia
Romania,2020-03-09,15,0,3,Europe
Russia,2020-03-09,17,0,3,Europe
San Marino,2020-03-09,36,1,0,Europe
Saudi Arabia,2020-03-09,15,0,0,Asia
Senegal,2020-03-09,4,0,1,Africa
Serbia,2020-03-09,1,0,0,Europe
Singapore,2020-03-09,150,0,78,Asia
Slovakia,2020-03-09,3,0,0,Europe
Slovenia,2020-03-09,16,0,0,Europe
South Africa,2020-03-09,3,0,0,Africa
South Korea,2020-03-09,7478,53,118,Asia
Spain,2020-03-09,1073,28,32,Europe
Sri Lanka,2020-03-09,1,0,1,Asia
Sweden,2020-03-09,248,0,1,Europe
Switzerland,2020-03-09,374,2,3,Europe
Taiwan,2020-03-09,45,1,15,Asia
Thailand,2020-03-09,50,1,31,Asia
Togo,2020-03-09,1,0,0,Africa
Tunisia,2020-03-09,2,0,0,Africa
United Kingdom,2020-03-09,321,4,18,Europe
Ukraine,2020-03-09,1,0,0,Europe
United Arab Emirates,2020-03-09,45,0,7,Asia
USA,2020-03-09,605,22,8,America
Holy See,2020-03-09,1,0,0,Europe
Vietnam,2020-03-09,30,0,16,Asia
Afghanistan,2020-03-10,5,0,0,Asia
Albania,2020-03-10,10,0,0,Europe
Algeria,2020-03-10,20,0,0,Africa
Andorra,2020-03-10,1,0,0,Europe
Argentina,2020-03-10,17,1,0,America
Armenia,2020-03-10,1,0,0,Asia
Australia,2020-03-10,107,3,21,Oceania
Austria,2020-03-10,182,0,4,Europe
Azerbaijan,2020-03-10,11,0,0,Asia
Bahrain,2020-03-10,110,0,22,Asia
Bangladesh,2020-03-10,3,0,0,Asia
Belarus,2020-03-10,9,0,3,Europe
Belgium,2020-03-10,267,0,1,Europe
Bhutan,2020-03-10,1,0,0,Asia
Bosnia-Herzegovina,2020-03-10,5,0,0,Europe
Brazil,2020-03-10,31,0,0,America
Brunei,2020-03-10,1,0,0,Asia
Bulgaria,2020-03-10,4,0,0,Europe
Burkina Faso,2020-03-10,1,0,0,Africa
Cambodia,2020-03-10,2,0,1,Asia
Cameroon,2020-03-10,2,0,0,Africa
Canada,2020-03-10,79,1,8,America
Chile,2020-03-10,13,0,0,America
Colombia,2020-03-10,3,0,0,America
Costa Rica,2020-03-10,9,0,0,America
Croatia,2020-03-10,14,0,0,Europe
Cyprus,2020-03-10,3,0,0,Europe
Czech Republic,2020-03-10,41,0,0,Europe
Denmark,2020-03-10,262,0,1,Europe
Dominican Republic,2020-03-10,5,0,0,America
Ecuador,2020-03-10,15,0,0,America
Egypt,2020-03-10,59,1,1,Africa
Estonia,2020-03-10,12,0,0,Europe
Finland,2020-03-10,40,0,1,Europe
France,2020-03-10,1784,33,12,Europe
Georgia,2020-03-10,15,0,0,Asia
Germany,2020-03-10,1457,2,18,Europe
Greece,2020-03-10,89,0,0,Europe
Holy See,2020-03-10,1,0,0,Europe
Hungary,2020-03-10,9,0,0,Europe
Iceland,2020-03-10,69,0,1,Europe
India,2020-03-10,56,0,4,Asia
Indonesia,2020-03-10,27,0,2,Asia
Iran,2020-03-10,8042,291,2731,Asia
Iraq,2020-03-10,71,7,3,Asia
Ireland,2020-03-10,34,0,0,Europe
Israel,2020-03-10,58,0,4,Asia
Italy,2020-03-10,10149,631,724,Europe
Japan,2020-03-10,581,10,101,Asia
Jordan,2020-03-10,1,0,0,Asia
Kuwait,2020-03-10,69,0,1,Asia
Latvia,2020-03-10,8,0,1,Europe
Lebanon,2020-03-10,41,1,1,Asia
Liechtenstein,2020-03-10,1,0,0,Europe
Lithuania,2020-03-10,1,0,0,Europe
Luxembourg,2020-03-10,5,0,0,Europe
China,2020-03-10,80757,3136,60106,Asia
Malaysia,2020-03-10,129,0,24,Asia
Maldives,2020-03-10,6,0,0,Asia
Malta,2020-03-10,5,0,0,Europe
Mexico,2020-03-10,7,0,4,America
Monaco,2020-03-10,1,0,0,Europe
Mongolia,2020-03-10,1,0,0,Asia
Morocco,2020-03-10,3,1,0,Africa
Nepal,2020-03-10,1,0,1,Asia
Netherlands,2020-03-10,382,4,0,Europe
New Zealand,2020-03-10,5,0,0,Oceania
Nigeria,2020-03-10,2,0,0,Africa
North Macedonia,2020-03-10,7,0,0,Europe
Norway,2020-03-10,400,0,1,Europe
Oman,2020-03-10,18,0,9,Asia
Pakistan,2020-03-10,16,0,1,Asia
Panama,2020-03-10,1,0,0,America
Paraguay,2020-03-10,1,0,0,America
Peru,2020-03-10,11,0,0,America
Philippines,2020-03-10,33,1,2,Asia
Poland,2020-03-10,22,0,0,Europe
Portugal,2020-03-10,41,0,0,Europe
Qatar,2020-03-10,24,0,0,Asia
Romania,2020-03-10,25,0,3,Europe
Russia,2020-03-10,10,0,3,Europe
San Marino,2020-03-10,51,2,0,Europe
Saudi Arabia,2020-03-10,20,0,1,Asia
Senegal,2020-03-10,4,0,1,Africa
Serbia,2020-03-10,5,0,0,Europe
Singapore,2020-03-10,160,0,78,Asia
Slovakia,2020-03-10,7,0,0,Europe
Slovenia,2020-03-10,31,0,0,Europe
South Africa,2020-03-10,7,0,0,Africa
